ID,prefecture,latitude,longitude,power
2325,09,36.470001,139.775293,2.05632
2327,09,36.614706,139.995833,1.2711
2328,09,36.648808,140.054524,2.1659
2329,09,36.615044,139.997813,0.9015
2330,09,36.642038,140.057703,0.9506
2331,09,36.770604,139.868048,2.98725
2332,09,36.764954,139.867122,11.4696
2333,09,36.778496,139.764258,35.0981
2334,09,36.730093,139.873765,4.4263
2336,09,36.748315,139.857782,1.1653
2339,09,36.618934,139.840885,2.4768
2340,09,36.624386,139.840983,1
2341,09,36.518039,139.993893,1.0688
2342,09,36.523015,139.990360,1.9914
2343,09,36.505767,139.996509,2.4684
2344,09,36.509225,139.992763,2.1164
2345,09,36.712258,139.807157,2.7266
2346,09,36.648907,139.833318,4.7998
2347,09,36.622143,139.943007,1.5
2349,09,36.560055,139.985301,1.773
2352,09,36.508945,139.984719,1.198
2353,09,36.509238,139.983442,1.4059
2354,09,36.515638,139.981281,1.753
2355,09,36.690006,139.819345,1.071
2356,09,36.721870,139.858193,1.997
2357,09,36.540215,139.867712,0.996
2358,09,36.626813,139.897829,18.8375
2359,09,36.630501,139.927815,8.2524
2360,09,36.566145,139.823419,6.7597
2362,09,36.772019,140.000575,1.3576
2363,09,36.731728,139.997889,2.3317
2364,09,36.716305,140.057915,2.6683
2365,09,36.717509,140.050336,2.39904
2366,09,36.759988,140.009162,9.991
2367,36,34.219473,134.621266,1.999
2368,36,34.207178,134.595542,2.1265
2369,36,34.206329,134.444201,1.0138
2370,36,34.175779,134.586836,1.6784
2371,36,34.175198,134.485719,1.999
2372,36,34.173313,134.500086,0.9604
2373,36,34.175120,134.506346,1.1993
2374,36,34.203654,134.568433,2.499
2376,36,34.093772,134.426606,1.0701
2377,36,34.100568,134.449829,1.6524
2378,36,34.013012,134.432764,1.0655
2379,36,34.091789,134.140609,1.47
2381,36,34.065210,134.030150,1.764
2382,36,34.044125,133.999585,1.1586
2383,36,34.118856,134.504432,1.6618
2384,36,34.159840,134.402953,1.9864
2386,36,34.136638,134.620124,2.8083
2387,36,34.119023,134.596026,1.229
2388,36,34.133339,134.565714,1.999
2394,36,33.995727,134.526526,1.1328
2395,36,34.041584,134.431044,1.1793
2397,36,34.059074,134.603620,2.355
2398,36,34.060932,134.603943,2.1081
2399,36,34.061351,134.605381,2.5216
2400,36,34.091359,134.582046,1.0152
2401,36,34.112943,134.557425,1.75
2402,36,34.123017,134.563397,2.0991
2403,36,34.031374,134.545161,1.232
2404,36,34.029151,134.495609,2.3217
2405,36,34.030856,134.496218,2.159
2406,36,34.035233,134.479172,2.9579
2407,36,34.007077,134.637343,0.9045
2408,36,33.994617,134.628863,2.1197
2409,36,33.992509,134.631987,1.39
2410,36,33.987896,134.617647,2.8515
2411,36,33.984774,134.619618,34.0333
2414,36,34.043015,133.991311,2.253
2415,36,34.054795,133.991600,1.1596
2416,36,34.043455,133.987034,1.2625
2427,36,34.081409,134.392557,1.3464
2428,36,33.618571,134.352736,2.2914
2429,36,34.128871,134.376314,1.3854
2430,36,34.133352,134.377931,2.6552
2431,36,34.097925,134.261088,1.5682
2433,36,34.104907,134.368190,2.3196
2435,36,34.115087,134.385437,1.0546
2436,36,34.081930,134.187302,4.7076
2439,36,34.083930,134.183337,3.7752
2441,36,34.085188,134.195402,1
2442,36,34.079848,134.180205,2.0981
2443,36,34.102602,134.244079,1.4256
2444,36,33.913866,134.645199,1.1781
2445,36,33.944949,134.688186,3.6148
2446,36,33.964088,134.664512,1.1264
2447,36,33.890886,134.645506,2.289
2448,36,33.881163,134.666966,2.5408
2449,36,33.882831,134.661915,1.9391
2450,36,33.882618,134.660782,1.3554
2451,36,33.913863,134.611459,4.0702
2453,36,33.867659,134.611052,2.023
2454,36,33.854727,134.629029,1.1933
2463,13,35.706682,139.411864,1
2473,13,35.684429,139.463231,1.666
2481,13,35.655162,139.369569,2.128
2482,13,35.753647,139.459057,0.9027
2490,13,35.579088,139.749335,2.3744
2491,13,35.587589,139.747659,1.5
2499,13,35.549587,139.788086,1.246
2500,13,35.541542,139.774639,2.011
2505,13,35.753336,139.256671,2.34
2506,13,35.788200,139.344564,0.7392
2518,13,35.718087,139.351331,1.358
2519,13,35.717920,139.357364,0.8537
2535,13,35.663539,139.834875,0.7805
2552,32,34.845024,132.011897,1.3322
2554,32,34.865172,132.015769,1.5175
2557,32,34.782857,131.929867,1.9375
2559,32,34.876896,132.180313,2.233
2567,32,35.085126,132.745344,1.6176
2570,32,35.186505,132.494463,2.171
2579,32,35.548136,133.209736,0.7644
2580,32,35.472241,133.112670,2.3305
2581,32,35.437172,133.135564,1.905
2583,32,35.467473,133.121504,0.8225
2584,32,35.376195,132.897807,2.1322
2585,32,35.380114,132.912566,2.214
2588,32,35.373949,132.828074,1.2553
2589,32,35.376205,132.837970,4.887
2591,32,35.381171,132.679186,5.59872
2593,32,35.295118,132.662794,13.6857
2594,32,35.346035,132.778610,12.876
2595,32,35.453533,132.759004,1.95
2597,32,35.492884,132.887841,1.073
2599,32,35.308458,132.654017,0.973
2600,32,35.453183,132.769998,1.5029
2604,32,34.979626,132.189710,3.6
2605,32,34.989868,132.196092,4.0404
2606,32,34.992394,132.196470,2.142
2609,32,35.023549,132.282748,1.4352
2614,32,35.037772,132.287868,2.07
2615,32,35.042239,132.291971,1.1912
2616,32,34.976406,132.165055,1.276
2618,32,34.975223,132.158041,1.3514
2619,32,35.001099,132.208847,1.2771
2621,32,34.677769,131.791614,3.799
2622,32,34.723298,131.950675,3.0645
2623,32,34.672149,131.771876,1.4278
2624,32,34.598862,131.757826,2.1658
2625,32,34.676286,131.771256,1.092
2635,32,35.324507,132.903982,1.3652
2642,32,36.178893,133.319096,1.7112
2643,32,36.183310,133.330624,1.5
2647,32,35.422473,133.301024,1.098
2649,32,35.446190,133.238370,1.3406
2655,31,35.468946,133.256682,42.9062
2656,31,35.433678,133.421426,1.03008
2657,31,35.428008,133.446152,29.29608
2658,31,35.462817,133.297228,2.1573
2659,31,35.440380,133.298380,1.764
2660,31,35.442175,133.294718,1.7039
2662,31,35.415622,133.426111,0.9818
2664,31,35.493502,133.266732,1.2342
2665,31,35.422166,133.431028,2.6104
2666,31,35.395742,133.417823,2.2508
2689,12,35.751183,139.950229,0.9624
2690,31,35.474840,133.737146,1.044
2691,31,35.489188,133.820619,1.352
2692,31,35.477854,133.776198,1.281
2695,31,35.499003,133.893503,1.0827
2696,31,35.523007,133.961755,2.8732
2697,31,35.472792,133.876450,1.029
2699,31,35.401837,133.891309,1.566
2706,31,35.490645,133.678169,0.95
2711,31,35.527474,134.132754,1.1986
2713,31,35.467538,134.178284,2.3499
2725,31,35.442691,133.820293,1.617
2726,31,35.456375,133.754208,0.9872
2727,31,35.398269,133.776391,3.003
2728,31,35.421973,133.877626,1.248
2730,31,35.326099,133.436967,3.534
2731,31,35.325527,133.438667,1.1328
2733,31,35.363786,133.449039,1.01178
2738,31,35.339058,133.317078,1.24
2739,31,35.378835,133.365908,1.04
2740,31,35.425859,133.533714,27.3023
2742,31,35.478619,133.476623,1.248
2748,31,35.520026,133.252584,1.0838
2751,31,35.529444,133.199684,1
2752,31,35.549408,133.260836,0.994
2753,31,35.579125,134.320421,0.91
2766,20,36.344807,138.485924,2.0587
2767,20,36.303692,138.615120,5.65
2770,20,36.389901,137.883758,1.0335
2775,20,35.451236,137.804027,1.0819
2777,20,35.489030,137.765329,0.9702
2779,20,35.468698,137.814723,1.0307
2799,20,36.128383,137.890395,1.0214
2800,20,36.134652,137.880855,2.2579
2801,20,36.135354,137.881978,1.8408
2806,20,36.344858,138.351619,2.6041
2814,20,36.695708,138.242897,2.2848
2816,20,36.574764,138.084688,1.9984
2822,20,36.592647,138.178487,1.5349
2829,20,36.516849,137.806511,0.816
2831,20,36.497190,137.857617,0.7247
2836,20,36.462371,137.860817,1.6049
2849,20,36.529080,138.144685,1.1421
2852,20,36.032226,138.089433,1.0145
2853,20,36.016434,138.057323,46.7871
2854,20,36.053275,138.155941,10.0893
2855,20,36.074437,138.163601,1.4918
2856,20,36.073739,138.162563,1.1634
2858,20,35.894862,138.259065,8.052
2859,20,35.907408,138.228779,5.5018
2860,20,35.933361,138.222211,1
2861,20,35.884291,138.281037,0.99
2875,20,36.416513,138.227804,1.02
2877,20,36.361392,138.237482,1.0462
2878,20,36.415889,138.209674,1.1544
2879,20,36.341586,138.318577,1.2828
2888,20,36.679690,138.339134,1.0774
2891,20,35.885287,137.999436,1.1751
2892,20,35.674474,137.901811,1.0154
2893,20,35.672682,137.924637,1.1194
2894,20,35.703044,137.904969,0.9187
2896,20,35.699722,137.948150,0.8635
2897,20,35.892857,137.955898,1.9776
2898,20,35.957534,137.966858,2.5006
2899,20,35.763818,137.931288,0.9271
2901,20,36.163046,137.841572,1
2904,20,36.192546,137.884311,1.995
2912,20,36.173316,137.915627,1.4537
2913,20,36.293622,137.965749,1.924
2914,20,36.175607,137.908851,1.0051
2915,20,36.171192,137.914544,0.952
2932,20,36.316271,138.383368,1.1514
2933,20,36.294873,138.473123,0.994
2934,20,36.346228,138.388038,1.164
2935,20,36.338673,138.389351,1.0533
2936,20,36.329197,138.444853,0.7521
2939,20,36.191733,138.282930,4.2121
2940,20,36.188807,138.269850,18.7215
2948,20,36.281707,138.350478,2.5463
2950,20,36.196836,138.377117,0.7462
2951,20,36.296020,138.489643,1.94432
2952,20,36.195810,138.414761,0.9995
2953,20,36.247716,138.409858,2.1375
2954,20,36.257975,138.571040,1.2865
2955,20,36.274221,138.572366,2.2007
2959,20,35.733015,137.909984,1.1858
2960,20,35.703680,137.929100,1.584
2961,20,35.702942,137.939490,1.0556
2968,20,35.984129,138.282807,2.156
2979,20,35.614022,137.894022,2.5586
2983,20,35.584208,137.923419,1.9632
2984,20,35.621951,137.906623,1.1955
2986,20,35.411327,137.776250,2.212
2994,20,36.131098,137.995177,3.2626
2996,20,36.109910,137.950841,1.6353
2997,20,36.091721,137.990748,1.1566
2998,20,36.081522,138.003113,1.2268
2999,20,36.083432,138.004972,2.1369
3000,20,36.096499,138.014126,1.1088
3001,20,36.106229,138.011905,2.2356
3002,20,36.089220,137.911394,1.057
3003,20,36.076560,137.912189,1.008
3008,20,35.791842,138.028269,1.5363
3009,20,35.813330,137.966746,0.84
3016,20,35.853774,137.996218,1.7617
3017,20,35.889730,137.930077,2.2
3018,20,35.965857,138.114951,2.5948
3019,20,35.969670,138.122579,1.68432
3024,20,36.298080,137.895811,0.999
3029,20,36.384485,137.859361,1.1427
3030,20,36.384334,137.865536,1.9968
3031,20,36.350794,137.878070,1.591
3032,20,36.270465,137.900519,0.9231
3033,20,36.258397,137.870126,1.809
3034,20,36.258440,137.877387,0.7776
3047,42,32.899146,130.056204,1.3923
3048,42,32.891756,130.053621,0.75
3049,42,32.883346,130.058224,2.2136
3050,42,32.801304,130.033509,1.217
3051,42,32.810096,130.085393,1.2741
3052,42,32.874081,129.897520,1.1638
3053,42,32.831561,129.934633,2.1001
3054,42,32.796347,130.112167,1.99
3055,42,32.936131,130.022711,0.8163
3056,42,32.945807,130.178602,1.2116
3058,42,32.942097,130.177047,2.4671
3059,42,32.941494,130.179907,2.4
3060,42,32.864872,130.032700,1.5
3062,42,33.212036,129.644248,2.5999
3063,42,33.328021,129.611012,1.2936
3071,42,33.359478,129.515639,0.9932
3072,42,32.714929,130.308739,2.1243
3073,42,32.719138,130.312413,0.9997
3074,42,32.719077,130.305559,1.1095
3075,42,32.732516,130.330607,2.6857
3076,42,32.731105,130.318993,1.2545
3077,42,32.627635,130.194119,0.8789
3080,42,32.960147,129.054886,1.0348
3081,42,32.958049,129.048582,0.9765
3082,42,33.001994,129.082542,2.0621
3084,42,33.001948,129.992079,1.6
3085,42,33.031382,129.948809,7.2114
3086,42,33.065289,129.865764,1.0514
3087,42,33.063736,129.863700,0.7599
3088,42,33.089933,129.884012,1.8396
3089,42,32.808108,130.315281,2.0204
3090,42,32.759661,130.357899,1.2862
3093,42,32.724824,129.841020,0.847
3094,42,32.741145,129.921289,13.1967
3095,42,32.845172,129.779767,2.303
3096,42,32.853544,129.754134,1.399
3097,42,32.851019,129.772376,1
3098,42,32.900255,129.713190,0.8995
3100,42,32.759390,129.805373,1.5154
3101,42,32.778466,129.826143,0.928
3102,42,32.846926,129.759529,2.0504
3104,42,32.654238,129.754267,1.92
3105,42,32.681732,129.802527,2.6261
3107,42,32.952576,129.793347,1.0215
3108,42,32.959617,129.784642,2.197
3109,42,32.806572,129.823852,14.7312
3110,42,32.771624,129.820125,1.9503
3111,42,32.965533,129.969764,2.3058
3112,42,32.932930,129.987453,2.9132
3113,42,32.937774,129.988161,0.8267
3114,42,32.934418,129.981431,3.1827
3115,42,32.912177,129.914427,29.6841
3116,42,32.929386,129.992718,1.155
3117,42,32.933630,130.016150,1.25
3119,42,32.969283,129.931445,20.3504
3122,42,34.236069,129.306700,0.931
3127,42,32.854533,129.799811,10.6444
3128,42,32.821881,129.825176,15.022
3130,42,32.934253,129.708511,2.4086
3131,42,32.924402,129.719487,1.4239
3132,42,32.923440,129.723414,1.1044
3133,42,32.956706,129.682866,0.9374
3135,42,32.965774,129.776877,1.0281
3136,42,33.023088,129.724892,1.104
3137,42,33.032540,129.731125,0.80784
3138,42,32.969182,129.722257,1.53
3139,42,32.953893,129.742282,1.302
3140,42,32.988488,129.771036,1.1978
3141,42,33.028587,129.661122,1.1939
3143,42,33.355815,129.819052,1
3144,42,33.353306,129.808210,1.2389
3145,42,33.340563,129.731816,1.9731
3146,42,33.356473,129.733920,0.8607
3147,42,33.445447,129.764798,0.8225
3149,42,33.340498,129.694214,2.4248
3152,42,33.341558,129.702208,1.0605
3153,42,33.311272,129.686562,1.96
3154,42,33.319098,129.681790,1.0048
3155,42,33.206268,129.765197,1.782
3156,42,33.169420,129.664260,1.048515
3158,42,33.100259,129.761512,1.2392
3159,42,33.250410,129.605212,3.2485
3160,42,33.259498,129.623142,2.1
3161,42,33.260890,129.622192,2.016
3162,42,33.264507,129.626105,2.016
3163,42,33.262146,129.624610,1.008
3164,42,33.264183,129.623130,1.99
3166,42,33.269660,129.582083,2.5336
3167,42,33.270616,129.629934,2.016
3168,42,33.102228,129.768791,2.1
3169,42,33.318205,129.608271,1.5
3170,42,33.314909,129.612422,1.1968
3172,42,33.289328,129.677838,2.051
3174,42,33.304084,129.678222,1.5
3175,42,33.304587,129.681062,1.6756
3176,42,33.115647,129.807713,1.25
3179,42,32.658656,128.811061,2.6245
3180,42,32.691528,128.820618,5.8461
3181,42,32.754537,128.672352,1.008
3184,42,32.679236,128.720449,1.24656
3187,42,32.688797,128.856659,2.3804
3191,42,32.842979,130.261782,1.1939
3192,42,32.831969,130.265292,2.6452
3203,42,33.797706,129.765025,0.9996
3204,42,33.800497,129.706988,1.1648
3206,44,33.213801,131.493428,1.5026
3207,44,33.226330,131.529022,1.1
3222,44,33.005022,131.512097,1.0653
3224,44,32.969833,131.536934,1.6243
3225,44,32.957054,131.527890,1.981
3233,44,33.551998,131.452066,1.8211
3234,44,33.578530,131.473543,3.1765
3235,44,33.564185,131.474107,1.8803
3236,44,33.599172,131.460206,0.952
3237,44,33.584820,131.448777,1.5053
3238,44,33.617450,131.499811,2.35
3252,44,33.299270,130.959797,1.8
3255,44,33.303816,130.918462,2.4051
3262,44,33.501259,131.113580,2.3616
3263,44,33.363674,131.209641,2.0217
3264,44,33.590834,131.222080,1.8521
3265,44,33.566514,131.259699,1.6383
3266,44,33.567692,131.194068,0.95
3267,44,33.555889,131.270965,1.983
3269,44,33.518745,131.217823,1.428
3270,44,33.548633,131.228144,2.9376
3271,44,33.539620,131.241276,1.328
3272,44,33.523540,131.173826,0.924
3274,44,33.040739,131.365058,1.55
3278,44,32.952099,131.342288,1.7245
3279,44,33.030143,131.350531,1.8
3280,44,33.042065,131.298120,2.7553
3281,44,32.915333,131.299188,1.8729
3283,44,33.245149,131.758199,44.8842
3284,44,33.250120,131.760356,20.6524
3285,44,33.200754,131.631320,0.9251
3287,44,33.200153,131.631889,1.2076
3288,44,33.200926,131.702411,1.3939
3290,44,33.259895,131.720702,82.0175
3292,44,33.121871,131.683502,0.9474
3294,44,33.245632,131.833513,0.9068
3295,44,33.249852,131.855782,1.3822
3296,44,33.228399,131.645060,1
3300,44,33.268084,131.710385,0.75
3302,44,33.231608,131.717281,1.0944
3303,44,33.232330,131.775838,11.7012
3305,44,33.166200,131.612435,2.2579
3306,44,33.233439,131.706919,1.9992
3308,44,33.203198,131.664805,0.8932
3310,44,33.393418,131.561240,1.4007
3311,44,33.393988,131.565887,2.57499
3312,44,33.394754,131.524148,14.4212
3313,44,33.354520,131.592637,1.2412
3314,44,33.393982,131.564538,1.9619
3315,44,33.372674,131.596330,1.0202
3316,44,32.988282,131.860632,1.944
3317,44,32.888020,131.990687,1.3489
3318,44,32.959622,131.921480,1.8916
3320,44,32.937474,131.900762,1.99
3321,44,32.942429,131.883455,1.2
3323,44,32.794214,131.868040,1.2061
3325,44,33.519775,131.706800,2.3994
3326,44,33.514106,131.704298,1.9527
3330,44,33.478598,131.726377,1.125
3331,44,33.483008,131.719596,1.329
3333,44,33.490031,131.726938,0.804
3334,44,33.503388,131.706050,1.456
3335,44,33.585166,131.722468,1.6602
3336,44,33.579222,131.714023,2.2473
3337,44,33.589643,131.699975,1.5136
3338,44,33.593157,131.717895,2.5389
3340,44,33.303854,131.149814,0.998
3343,44,33.226934,131.246478,25.362
3355,44,33.400976,131.584941,2.917
3356,44,33.386191,131.443853,2.289
3357,44,33.430626,131.549337,24.472
3358,44,33.383690,131.440930,1.673
3359,44,33.386044,131.438110,2.2611
3360,44,33.428167,131.586479,1.439
3361,44,33.389189,131.636253,5.679
3362,44,33.021106,131.675986,1.3005
3363,44,33.006638,131.634711,1.8228
3364,44,33.152757,131.782384,4.1809
3365,44,33.151411,131.799668,1.023
3366,44,33.082376,131.746919,1.0886
3367,44,33.115633,131.717369,0.99
3368,44,33.538428,131.393897,2.0982
3369,44,33.521919,131.351643,0.9542
3370,44,33.573367,131.321790,1.9996
3371,44,33.547052,131.387417,2.1954
3373,44,33.555414,131.411581,0.938
3374,44,33.556127,131.412708,1.125
3375,44,33.533789,131.313283,1.21
3376,44,33.515951,131.322262,2.202
3377,44,33.536959,131.311873,1.68
3378,44,33.571542,131.410183,2.392
3379,44,33.568310,131.420170,1.0976
3380,44,33.568013,131.424505,3.2604
3381,44,33.514717,131.358495,0.85
3382,44,33.548895,131.371354,1.2201
3383,44,33.571114,131.405733,1.4976
3384,44,33.505356,131.341225,0.89505
3385,44,33.504513,131.340752,1.7403
3386,44,33.542860,131.304360,1.295
3387,44,33.466686,131.329129,1.0991
3388,44,33.436157,131.383141,1.17
3389,44,33.440550,131.371358,1.0856
3394,27,34.427901,135.478336,4.2784
3396,27,34.415445,135.472300,1.2982
3397,27,34.460561,135.468113,2.2539
3398,27,34.739817,135.585477,0.9982
3400,27,34.786687,135.720324,0.8699
3401,29,34.566729,135.674527,1.8176
3402,27,34.795878,135.727744,1.014
3403,27,34.800615,135.739931,2.5571
3404,27,34.801801,135.722629,1.071
3407,27,34.922141,135.503472,4.3737
3408,27,34.925291,135.512299,1.25
3409,27,34.929987,135.506227,1.0672
3410,27,34.942258,135.449176,1.5494
3411,27,34.954510,135.395132,1.4508
3412,27,34.984520,135.421721,0.8985
3413,27,34.990120,135.387808,1.9691
3417,27,34.461024,135.608033,1.0036
3418,27,34.448001,135.598157,1.0368
3421,27,34.583849,135.644019,2.0196
3423,27,34.456427,135.633850,1.0979
3424,27,34.461087,135.648730,1.9386
3425,27,34.459930,135.648193,3.1997
3426,27,34.587015,135.584833,2.464
3427,27,34.647617,135.629983,2.8008
3436,27,34.693894,135.432886,0.9477
3437,27,34.696117,135.422378,2.2262
3438,27,34.694962,135.412784,1.3514
3444,27,34.634245,135.430253,1.4914
3445,27,34.624978,135.425323,1.8864
3446,27,34.623931,135.424132,7.4592
3448,27,34.616057,135.467900,2.2545
3449,27,34.668373,135.404221,1.199
3450,27,34.667863,135.400495,0.91
3454,27,34.649866,135.455073,1
3455,27,34.346796,135.265505,0.9245
3456,27,34.429145,135.213947,11.6144
3457,27,34.378397,135.256689,1.99
3458,27,34.334469,135.184528,1.9891
3459,27,34.299510,135.127677,13.0142
3460,27,34.293557,135.129553,2.8578
3463,27,34.389747,135.376331,3.987
3464,27,34.514551,135.412135,1.4864
3465,27,34.517964,135.372979,19.6539
3466,27,34.506411,135.394187,1.0072
3467,27,34.527583,135.395900,0.7644
3468,27,34.526005,135.397286,1.4886
3469,27,34.430483,135.336419,1.2355
3472,27,34.770106,135.538621,3.0353
3476,27,34.745741,135.628064,0.8148
3480,27,34.584161,135.408401,10
3481,27,34.562184,135.422232,2.5843
3482,27,34.579999,135.439663,3.8357
3485,27,34.562186,135.439095,1.2289
3487,27,34.592127,135.444760,1.405
3488,27,34.596143,135.449101,1.9473
3489,27,34.596148,135.460882,1.9584
3490,27,34.595526,135.445454,3.1649
3491,27,34.592648,135.448151,2.74752
3494,27,34.318933,135.268402,1.4086
3496,27,34.829060,135.618199,1.0281
3502,27,34.497219,135.372539,1.99
3503,27,34.418178,135.388944,1.1975
3505,27,34.408531,135.412079,1.6032
3506,27,34.436133,135.436114,3.6404
3507,27,34.493696,135.384474,1.785
3508,11,36.177445,139.124752,0.7588
3509,27,34.462880,135.341356,5.24
3511,27,34.868421,135.552248,0.9996
3512,27,34.859597,135.535566,2.0374
3513,27,34.857608,135.537972,2.667
3514,27,34.785438,135.574713,0.9976
3515,12,35.885921,139.898746,2.4738
3516,12,35.884015,139.899711,1.7836
3517,12,35.880390,139.900318,2.3827
3518,12,35.910514,139.890383,2.5898
3519,12,35.963652,139.896246,1.6531
3520,12,35.955765,139.904860,2.3788
3521,12,35.993873,139.830530,1.99
3522,12,35.934248,139.917342,1.9009
3523,12,35.989534,139.851662,1.4708
3524,12,35.979742,139.864205,0.9261
3525,12,35.979274,139.866890,1.55979
3526,12,35.934257,139.907127,1.268
3527,12,35.923392,139.930828,2.8535
3528,12,35.925952,139.933105,2.8844
3529,12,35.922740,139.923705,1.0574
3530,12,35.950383,139.845452,1.0194
3531,12,35.954255,139.850120,2.3388
3533,12,35.964375,139.838065,1.9009
3534,12,35.334954,139.967970,15.508
3535,12,35.356906,139.983414,2.4732
3536,12,35.355552,139.985804,2.1481
3537,29,34.760422,135.714974,0.7129
3538,29,34.637353,135.998844,1.0824
3539,12,35.325120,139.985351,0.9936
3540,12,35.328918,139.984237,0.9976
3541,12,35.317848,139.982160,1.99752
3543,12,35.362437,139.896599,1.6567
3544,12,35.366360,139.908368,1.3337
3545,12,35.366636,139.899797,0.973
3547,12,35.341176,139.958371,2.3788
3549,12,35.388669,139.994617,2.2591
3550,12,35.434407,139.935126,2.0655
3551,12,35.320375,139.993865,1.4809
3552,12,35.342202,139.988441,1.9845
3553,12,35.342977,139.992224,1.11475
3554,12,35.414134,140.263826,1.7286
3555,12,35.459517,140.345727,1.2668
3556,12,35.438675,140.311018,2.9841
3557,12,35.389315,140.276062,0.976
3558,12,35.485415,140.326705,1.5
3559,12,35.477941,140.355707,1.7212
3560,12,35.715216,140.324187,0.9345
3561,12,35.772221,140.327580,1.68
3562,12,35.748613,140.325658,1.1858
3563,12,35.685988,140.395275,1.1561
3564,12,35.716702,140.353579,1.4727
3565,12,35.686045,140.327708,1.7355
3566,12,35.735698,140.340153,1.1448
3567,12,35.736313,140.338345,2.418
3568,12,35.739920,140.349293,0.854
3569,12,35.737235,140.353945,1.115
3570,12,35.744271,140.349244,2.6754
3571,12,35.232837,139.883386,2.82
3572,12,35.235207,139.882310,7.9288
3573,12,35.231021,139.883123,3.3198
3574,12,35.322118,139.876501,1.108
3575,12,35.223517,139.949772,1.2531
3576,12,35.208735,139.908738,2.0582
3577,12,35.328010,139.836920,1.0686
3578,12,35.335377,139.844036,5.084
3581,12,35.317219,139.829156,2.1402
3582,12,35.177926,139.820487,1.953
3583,12,35.230334,139.885681,1.167
3584,12,35.210777,139.867567,0.9266
3585,12,35.236563,139.896518,40.3603
3586,12,35.319144,139.854789,9.1272
3587,12,35.756868,140.123197,1.1592
3588,12,35.757315,140.122373,0.826
3589,12,35.737489,140.078233,1.89924
3590,12,35.644996,140.320421,1.157
3591,12,35.682251,140.306023,2.4613
3592,12,35.702840,140.299591,1.3059
3593,12,35.651731,140.309295,1.5309
3594,12,35.652221,140.279332,1.683
3595,12,35.665671,140.277181,1.8364
3596,12,35.638312,140.317772,0.9795
3597,12,35.680929,140.333187,1.2398
3598,12,35.669294,140.326898,1.2448
3599,12,35.583375,140.301244,1.185
3600,12,35.629671,140.277017,0.756
3601,12,35.635011,140.278311,1.999
3602,12,35.643852,140.253954,1.3608
3603,12,35.629521,140.303252,2.4004
3604,12,35.637341,140.293667,0.8881
3605,12,35.630981,140.302506,0.7504
3606,12,35.778747,140.027605,0.9486
3608,12,35.777527,140.034898,0.8025
3609,12,35.801560,140.039796,1.935
3611,12,35.830101,140.019627,0.81
3612,12,35.829344,140.018801,0.8568
3615,12,35.907556,139.950011,1.603
3616,12,35.907941,139.944767,1.2
3617,12,35.876481,139.982383,1.15804
3618,12,35.881716,139.964701,0.8094
3619,12,35.905466,139.948717,0.7078
3620,12,35.814278,139.995521,0.8361
3621,12,35.825380,140.028495,1.33016
3623,12,35.006662,139.938852,2.414
3624,12,35.564151,140.350425,1.5965
3625,12,35.567607,140.349746,2.64
3626,12,35.505386,140.386433,5.2478
3627,12,35.594946,140.329706,1.1965
3628,12,35.602345,140.322175,1.0774
3629,12,35.585405,140.324455,1.1575
3630,12,35.615134,140.333645,1.8662
3631,12,35.590536,140.329921,1.1365
3632,12,35.589946,140.359850,1.508
3633,12,35.596377,140.360094,1.0032
3634,12,35.622293,140.313468,2.8028
3635,12,35.619077,140.315398,2.9232
3636,12,35.628016,140.331682,2.6076
3637,12,35.560073,140.316050,0.7296
3638,12,35.546784,140.393225,0.718
3639,12,35.380538,140.333025,2.6489
3640,12,35.372013,140.327971,0.8354
3641,12,35.368368,140.316271,2.1272
3642,12,35.455983,140.216006,2.65
3643,12,35.460893,140.183154,1.296
3644,12,35.466214,140.188805,1.9057
3645,12,35.477128,140.205857,2.3337
3646,12,35.451410,140.217947,0.756
3647,12,35.379966,140.287666,2.0521
3648,12,35.380706,140.250466,1.0959
3649,12,35.380583,140.244835,0.99528
3650,12,35.329280,140.235071,1.62
3651,12,35.403729,140.255318,0.9736
3653,12,35.406393,140.327818,1.0619
3654,12,35.416838,140.337726,1.1044
3655,12,35.394050,140.363133,2.5149
3656,12,35.407058,140.327515,1.782
3657,12,35.382502,140.380387,0.75
3658,12,35.787351,140.707496,0.759
3663,12,35.775715,140.714773,1.176
3666,12,35.735531,140.751214,2.379
3670,12,35.707439,140.780736,1.029
3673,12,35.514178,140.355259,0.8932
3674,12,35.499941,140.420321,1.1256
3676,12,35.490606,140.342622,0.9302
3677,12,35.390144,140.078845,1.4694
3678,12,35.395169,140.065618,1
3679,12,35.453154,139.960738,2.1964
3682,12,35.448973,140.022651,1.6135
3687,12,35.464551,139.984553,1.0296
3691,12,35.457762,140.028588,2.23
3692,12,35.455908,140.024332,1.1009
3693,12,35.421339,140.044984,1.5938
3694,12,35.409615,140.050777,1.1998
3695,12,35.391804,140.067595,1.1971
3696,12,35.386805,140.074685,2.5368
3697,12,35.451418,140.020237,2.0248
3698,12,35.460224,140.027424,1.0197
3699,12,35.439427,140.032937,5.402
3700,12,35.406769,140.053467,2.17356
3701,12,35.727969,140.546340,1.1968
3702,12,35.754518,140.550716,1.2566
3703,12,35.673844,140.619989,1.796
3704,12,35.664547,140.607347,1.4188
3705,12,35.667369,140.609061,1.25
3706,12,35.663033,140.605002,2.3424
3707,12,35.720489,140.595704,1.6275
